venta_id,fecha_venta,cliente_id,producto_id,sucursal_id,canal_venta,cantidad,precio_unitario,descuento,total_venta,metodo_pago,motivo_rechazo
108690,2021-07-27,7438.0,,5,Web,8,3695.21,1478.08,28083.6,Tarjeta,Cliente o Producto Inexistente
108704,2025-02-03,8354.0,999999.0,11,Tienda,5,7540.95,1885.24,35819.51,Tarjeta,Cliente o Producto Inexistente
108769,2022-01-21,,201967.0,7,Tienda,6,6379.54,5741.59,32535.65,Transferencia,Cliente o Producto Inexistente
108772,2025-07-24,9831.0,999999.0,9,web,2,6319.2,1263.84,11374.56, cash ,Cliente o Producto Inexistente
108777,2023-10-14,40.0,,11,Pagina Web,6,11102.83,3330.85,63286.13,Transferencia,Cliente o Producto Inexistente
108780,2024-05-20,,201317.0,7,Sitio,8,1970.49,2364.59,13399.33,Transferencia,Cliente o Producto Inexistente
108802,2024-04-13,999999.0,200255.0,7,Web,7,743.36,260.18,4943.34,T,Cliente o Producto Inexistente
108865,2026-06-23,777777.0,200632.0,4,Tienda,4,9766.69,3906.68,35160.08,Tarjeta,Cliente o Producto Inexistente
108876,2021-09-15,11875.0,,17,Web,6,7011.43,4206.86,37861.72,Transferencia,Cliente o Producto Inexistente
108890,2022-02-13,999999.0,200813.0,6,Web,2,3995.58,799.12,7192.04,Efectivo,Cliente o Producto Inexistente
109001,2022-04-09,20611.0,999999.0,12,WhatsApp,6,7494.49,0.0,44966.94,Transferencia,Cliente o Producto Inexistente
109018,2025-10-01,999999.0,201770.0,14,WhatsApp,4,1558.19,311.64,5921.12,Credito,Cliente o Producto Inexistente
109101,2021-01-06,15227.0,,3,WhatsApp,1,6075.05,911.26,5163.79,Efectivo,Cliente o Producto Inexistente
109209,2022-09-30,,202600.0,9,WhatsApp,5,1791.29,447.82,8508.63,Tarjeta,Cliente o Producto Inexistente
109254,2025-03-11,777777.0,203814.0,13,Tienda,8,6069.35,1456.64,47098.16,Transferenci,Cliente o Producto Inexistente
109260,2022-04-18,777777.0,200548.0,17,Web,6,3507.13,1052.14,19990.64,Efectivo,Cliente o Producto Inexistente
109266,2025-12-03,23867.0,,20,Web,2,2349.47,140.97,4557.97,efectivo,Cliente o Producto Inexistente
109285,2023-05-12,28662.0,,3,Tienda,4,4676.02,2805.61,15898.47,Transferencia,Cliente o Producto Inexistente
109332,2025-03-28,999999.0,201065.0,18,Tienda,6,1547.92,464.38,8823.14,Tarjeta Crédito,Cliente o Producto Inexistente
109392,2026-05-17,,202539.0,16,Web,6,2227.81,401.01,12965.85,Tarjeta,Cliente o Producto Inexistente
109408,2025-08-18,1032.0,,15,Web,7,6961.75,0.0,48732.25,Efectivo,Cliente o Producto Inexistente
109476,2021-10-01,,201717.0,6,Tienda Física,6,6313.26,3787.96,34091.6,Transferencia,Cliente o Producto Inexistente
109478,2024-06-13,18614.0,999999.0,14,WhatsApp,7,7973.33,0.0,55813.31,Visa,Cliente o Producto Inexistente
109509,2024-11-23,,203229.0,13,Tienda,5,369.73,92.43,1756.22,Transf.,Cliente o Producto Inexistente
109525,2026-04-05,777777.0,203530.0,14,Web,6,3209.58,962.87,11002.5,Mastercard,Cliente o Producto Inexistente
109656,2025-11-27,21604.0,999999.0,11,Web,6,4268.74,0.0,25612.44,Tarjeta,Cliente o Producto Inexistente
109681,2022-07-18,5208.0,,15,Tienda,5,3069.39,1534.69,13812.26,Tarjeta,Cliente o Producto Inexistente
109683,2025-02-04,22671.0,888888.0,5,We,8,5196.87,0.0,41574.96,Transferencia,Cliente o Producto Inexistente
109792,2024-11-11,777777.0,201809.0,7,WhatsApp,8,3211.83,770.84,24923.8,Tarjeta,Cliente o Producto Inexistente
109801,2024-10-23,,202570.0,19,Tienda,3,5534.31,830.15,15772.78,Tarjeta,Cliente o Producto Inexistente
109808,2021-03-23,29879.0,999999.0,17,Web,7,863.24,181.28,5861.4,Tarjeta,Cliente o Producto Inexistente
109831,2022-04-26,777777.0,202910.0,6,WhatsApp,3,4978.1,448.03,14486.27,Tarjeta,Cliente o Producto Inexistente
109866,2025-07-29,,200819.0,13,Tienda,1,7293.59,729.36,6564.23,Tarjeta,Cliente o Producto Inexistente
109883,2026-02-08,,204003.0,9,WhatsApp,6,6053.44,0.0,36320.64,Tarjeta,Cliente o Producto Inexistente
109888,2021-11-13,,202167.0,18,Web,8,8129.98,6503.98,58535.86,Efectivo,Cliente o Producto Inexistente
109945,2024-07-19,10908.0,888888.0,14,Tienda,2,5722.83,1716.85,9728.81,Efectivo,Cliente o Producto Inexistente
109947,2023-12-21,,200370.0,11,Web,5,7189.6,5392.2,30555.8,Tarjeta,Cliente o Producto Inexistente
109957,2022-04-19,1561.0,888888.0,12,WhatsApp,8,6613.5,,50262.6,Transferencia,Cliente o Producto Inexistente
109967,2021-08-21,1257.0,,5,WhatsApp,1,8627.52,258.83,8368.69,Mastercard,Cliente o Producto Inexistente
109975,2024-10-19,,203793.0,5,Tienda,4,7973.33,3189.33,34407.26,Tarjeta,Cliente o Producto Inexistente
109996,2023-12-02,9961.0,888888.0,13,Web,3,854.66,128.2,2435.78,Tarjeta,Cliente o Producto Inexistente
110063,2024-11-01,999999.0,201571.0,17,Pagina Web,5,3570.57,214.23,6926.91,Efectivo,Cliente o Producto Inexistente
110083,2022-11-25,7943.0,,10,Web,2,2502.94,0.0,5005.88,Deposito,Cliente o Producto Inexistente
110098,2023-01-26,777777.0,201459.0,17,WhatsApp,3,6498.24,974.74,18519.98,Efectivo,Cliente o Producto Inexistente
110139,2023-08-26,11719.0,,2,Tienda,2,8688.39,1737.68,15639.1,Tarjeta,Cliente o Producto Inexistente
110141,2025-06-22,26444.0,999999.0,14,WhatsApp,4,8914.34,1782.87,33874.49,Tarjeta,Cliente o Producto Inexistente
110176,2022-05-29,16206.0,,19,Tienda,7,2573.43,0.0,18014.01,Transferencia,Cliente o Producto Inexistente
110188,2021-12-17,731.0,999999.0,7,WhatsApp,5,9191.78,6893.84,39065.06,Efectivo,Cliente o Producto Inexistente
110193,2023-01-08,999999.0,201044.0,18,WhatsApp,2,4524.01,0.0,9048.02,Efectivo,Cliente o Producto Inexistente
110204,2022-02-18,777777.0,202500.0,1,Tienda,5,3995.74,599.36,19379.34,Tarjeta,Cliente o Producto Inexistente
110207,2023-07-24,13106.0,999999.0,7,Web,7,5444.18,0.0,38109.26,Transferencia,Cliente o Producto Inexistente
110213,2024-10-11,14541.0,,2,Web,7,4546.75,0.0,31827.25,Efectivo,Cliente o Producto Inexistente
110232,2022-06-29,5499.0,999999.0,12,Tienda,6,7811.12,7030.01,39836.71,Efectivo,Cliente o Producto Inexistente
110272,2022-10-31,777777.0,201810.0,19,Online,3,3057.12,458.57,8712.79,Tarjeta,Cliente o Producto Inexistente
110314,2026-02-15,1100.0,,14,Tienda,5,9771.5,4885.75,49747.46,Transferencia,Cliente o Producto Inexistente
110322,2024-01-13,999999.0,200626.0,2,Web,5,5930.26,2965.13,26686.17,Transferencia,Cliente o Producto Inexistente
110375,2024-05-23,,202032.0,13,Web,7,6332.39,4432.67,39894.06,Visa,Cliente o Producto Inexistente
110485,2021-01-03,777777.0,204019.0,6,Web,8,5475.63,0.0,43805.04,Efectivo,Cliente o Producto Inexistente
110505,2024-02-13,18591.0,,1,WhatsApp,3,9531.45,4289.15,24305.2,Transferencia,Cliente o Producto Inexistente
110506,2022-08-03,,999999.0,17,WhatsApp,2,2547.01,254.7,4615.95,Tarjeta,Cliente o Producto Inexistente
110523,2021-03-09,2305.0,,6,Tienda,6,7189.48,2156.84,40980.04,Transferencia,Cliente o Producto Inexistente
110531,,,201847.0,3,Web,1,1499.14,44.97,1454.17,Transferencia,Cliente o Producto Inexistente
110551,2021-12-06,11063.0,,14,Tienda,8,2897.48,1158.99,22020.85,Transferencia,Cliente o Producto Inexistente
110577,2022-08-17,,200072.0,15,WhatsApp,8,8260.79,1982.59,64103.73,Tarjeta,Cliente o Producto Inexistente
110623,2024-10-30,777777.0,202585.0,6,Tienda,1,904.13,0.0,904.13,Efectivo,Cliente o Producto Inexistente
110640,2023-01-26,17635.0,,8,Tienda,3,3957.83,1781.02,10092.47,Efectivo,Cliente o Producto Inexistente
110715,2024-05-06,777777.0,200577.0,11,Tienda Física,4,3415.77,409.89,13253.19,Efectivo,Cliente o Producto Inexistente
110721,2021-04-09,777777.0,201019.0,20,Web,2,2856.69,857.01,2951.65,Transferencia,Cliente o Producto Inexistente
110732,2022-07-28,20437.0,,2,WhatsApp,5,2120.52,318.08,10284.52,Efectivo,Cliente o Producto Inexistente
110737,2024-02-09,15328.0,999999.0,8,Tienda,5,3289.2,2466.9,13979.1,Tarjeta,Cliente o Producto Inexistente
110742,2025-04-26,25115.0,888888.0,12,WhatsApp,5,2523.81,378.57,12240.48,Efectivo,Cliente o Producto Inexistente
110771,2022-08-14,999999.0,888888.0,15,WEB,5,1563.61,390.9,7427.15,Tarjeta,Cliente o Producto Inexistente
110812,2023-03-29,,201158.0,17,Tienda Física,7,1994.62,418.87,13543.47,Efectivo,Cliente o Producto Inexistente
110826,2022-05-07,,203855.0,4,WhatsApp,5,2556.74,1278.37,11505.33,Tarjeta,Cliente o Producto Inexistente
110889,2022-11-25,2768.0,,20,Tienda,2,8547.26,854.73,16239.79,Tarjeta,Cliente o Producto Inexistente
110911,2025-10-31,22084.0,999999.0,10,Tienda,8,5482.72,4386.18,39475.58,Tarjeta,Cliente o Producto Inexistente
111005,2025-05-15,13507.0,,10,Web,7,2062.67,1443.87,12994.82,Transferencia,Cliente o Producto Inexistente
111007,2021-07-20,777777.0,200961.0,2,Web,8,6769.67,1624.72,52532.64,Transferencia,Cliente o Producto Inexistente
111024,2022-09-28,,200166.0,17,Tienda,5,8293.73,6220.3,35248.35,Tarjeta,Cliente o Producto Inexistente
111035,2025-05-09,999999.0,201091.0,20,WhatsApp,1,9869.48,986.95,8882.53,Efectivo,Cliente o Producto Inexistente
111074,2026-05-23,28674.0,,19,Tienda,5,4032.91,0.0,20164.55,Efectivo,Cliente o Producto Inexistente
111077,2023-01-05,26103.0,999999.0,20,WEB,8,4851.47,3881.18,34930.58,Transferencia,Cliente o Producto Inexistente
111091,2021-04-13,608.0,,7,WhatsApp,1,8350.64,1252.6,7098.04,Transferencia,Cliente o Producto Inexistente
111096,2025-01-29,,203167.0,6,Web,3,8199.87,737.99,23861.62,Tarjeta,Cliente o Producto Inexistente
111139,2025-12-15,999999.0,200951.0,14,Web,5,7540.95,1131.14,36573.61,Tarjeta,Cliente o Producto Inexistente
111159,2023-03-05,28540.0,,7,WhatsApp,8,4582.36,1099.77,35559.11,Efectivo,Cliente o Producto Inexistente
111166,2026-04-03,20042.0,999999.0,12,Tienda,4,4329.22,2597.53,14719.35,Efectivo,Cliente o Producto Inexistente
111236,2021-10-06,10836.0,,3,Tienda,7,3240.28,680.46,22001.5,Tarjeta,Cliente o Producto Inexistente
111261,2021-03-31,,202237.0,16,web,1,2424.55,121.23,2303.32,Transferencia,Cliente o Producto Inexistente
111280,2024-08-07,777777.0,200374.0,5,Tienda,7,8795.52,3078.43,58490.21,Efectivo,Cliente o Producto Inexistente
111302,2022-04-18,8890.0,888888.0,8,Web,5,2672.33,1336.16,12025.49,Mastercard,Cliente o Producto Inexistente
111337,2022-05-20,26863.0,,13,Tienda,4,4714.48,1885.79,16972.13,Efectivo,Cliente o Producto Inexistente
111353,2022-01-21,777777.0,203046.0,14,WhatsApp,6,5378.76,4840.88,27431.68,Tarjeta,Cliente o Producto Inexistente
111360,2021-04-26,2713.0,,16,Tienda,1,10351.86,517.59,9834.27,Tarjeta,Cliente o Producto Inexistente
111443,2022-08-07,125.0,,5, Online ,0,5192.82,1557.85,14020.61,Efectivo,Cliente o Producto Inexistente
111454,2022-11-27,13481.0,,2,WhatsApp,4,8666.7,1733.34,32933.46,Tarjeta,Cliente o Producto Inexistente
111455,2023-08-23,15092.0,,17,Web,5,4582.36,687.35,22224.45,Efectivo,Cliente o Producto Inexistente
111489,2022-07-26,777777.0,203509.0,6,Tienda,5,3259.19,1629.6,14666.35,Tarjeta,Cliente o Producto Inexistente
111493,2023-08-07,,201423.0,4,web,7,5897.01,4127.91,37151.16,Tarjeta,Cliente o Producto Inexistente
111513,2024-04-07,7756.0,,1,WhatsApp,3,4868.89,438.2,14168.47,Efectivo,Cliente o Producto Inexistente
111514,2022-08-15,777777.0,202183.0,4,WhatsApp,7,7773.9,0.0,54417.3,Tarjeta,Cliente o Producto Inexistente
111533,2026-01-31,777777.0,203736.0,3,WhatsApp,6,6706.47,6035.82,34203.0,Transferencia,Cliente o Producto Inexistente
111547,2024-03-07,,201161.0,7,Web,1,5915.94,887.39,5028.55,Tarjeta,Cliente o Producto Inexistente
111607,,999999.0,200452.0,19,WhatsApp,6,3941.81,1182.54,22468.32,Efectivo,Cliente o Producto Inexistente
111719,2026-03-09,16602.0,,19,Web,1,1294.98,129.5,1165.48,TC,Cliente o Producto Inexistente
111720,2022-05-11,,203697.0,12,WhatsApp,1,3545.46,106.36,3439.1,Tarjeta,Cliente o Producto Inexistente
111727,2022-06-23,21587.0,888888.0,1,We,1,1104.48,33.13,1071.35,Transferencia,Cliente o Producto Inexistente
111728,2021-06-08,11623.0,,17,Tienda,1,5860.74,293.04,5567.7,Efectivo,Cliente o Producto Inexistente
111744,2023-02-26,28211.0,888888.0,18,Tienda,2,2664.71,159.88,5169.54,Tarjeta,Cliente o Producto Inexistente
111811,2023-04-12,777777.0,202940.0,15,Tienda,7,4379.19,0.0,30654.33,Efectivo,Cliente o Producto Inexistente
111820,2024-09-05,9454.0,,1,Tienda,1,4251.07,425.11,3825.96,Tarjeta,Cliente o Producto Inexistente
111829,2021-01-15,,203794.0,14,WhatsApp,8,432.19,103.73,3353.79,Tarjeta,Cliente o Producto Inexistente
111846,2022-06-09,999999.0,203877.0,17,Tienda,3,7880.26,2364.08,21276.7,TC,Cliente o Producto Inexistente
111880,2022-11-22,,203757.0,3,WhatsApp,6,6218.67,1865.6,35446.42,Tarjeta,Cliente o Producto Inexistente
111904,2026-03-22,777777.0,203390.0,5,Tienda,5,8926.98,0.0,44634.9,Tarjeta,Cliente o Producto Inexistente
111953,2023-06-13,6488.0,888888.0,4,Tienda,4,6883.53,1376.71,26157.41,Tarjeta,Cliente o Producto Inexistente
111989,2024-03-08,,201712.0,13,Tienda,6,3543.06,0.0,21258.36,Tarjeta,Cliente o Producto Inexistente
112076,2023-09-29,27800.0,999999.0,17,Pagina Web,1,6129.46,183.88,5945.58,Efectivo,Cliente o Producto Inexistente
112079,2022-09-12,5025.0,888888.0,15,WhatsApp,4,3632.87,726.57,13804.91,Mastercard,Cliente o Producto Inexistente
112097,2022-04-28,16595.0,999999.0,19,Tienda,7,979.04,205.6,6647.68,Mastercard,Cliente o Producto Inexistente
112109,2022-11-11,15193.0,,4,Tienda,3,5370.45,483.34,15628.01,Efectivo,Cliente o Producto Inexistente
112112,2021-11-01,,200101.0,3,Web,3,6395.7,959.36,18227.74,Tarjeta,Cliente o Producto Inexistente
112153,2022-06-28,999999.0,200609.0,1,WhatsApp,8,3216.97,772.07,24963.69,Tarjeta,Cliente o Producto Inexistente
112174,2026-03-22,11705.0,,9,Tienda Física,6,1288.12,386.44,7342.28,Transferencia,Cliente o Producto Inexistente
112185,2025-04-29,,200284.0,18,WhatsApp,7,7005.81,0.0,49040.67,Transferencia,Cliente o Producto Inexistente
112189,2021-09-19,777777.0,204052.0,4,Web,7,2335.91,817.57,15533.8,Transferencia,Cliente o Producto Inexistente
112195,2021-10-29,777777.0,200619.0,4,WhatsApp,8,4417.57,1060.22,34280.34,Transferencia,Cliente o Producto Inexistente
112196,2025-05-09,,201178.0,20,WhatsApp,2,166.92,16.69,317.15,Transferencia,Cliente o Producto Inexistente
112206,2024-01-10,28668.0,999999.0,20,Pagina Web,6,12013.76,10812.38,61270.18, cash ,Cliente o Producto Inexistente
112208,2023-09-19,6132.0,,7,Tienda,8,7760.28,6208.22,55874.02,Tarjeta,Cliente o Producto Inexistente
112221,2025-04-12,26743.0,,11,WhatsApp,7,217.18,0.0,1520.26,Efectivo,Cliente o Producto Inexistente
112233,2026-03-02,3086.0,,6,Web,2,1369.88,,2602.77,Tarjeta,Cliente o Producto Inexistente
112250,2025-12-30,,201879.0,5,WA,3,4813.61,0.0,14440.83,Tarjeta,Cliente o Producto Inexistente
112262,2021-07-01,26600.0,,12,Tiend,1,1369.88,136.99,1232.89,Transferencia,Cliente o Producto Inexistente
112263,2022-05-18,,203751.0,11,WhatsApp,3,9258.71,-100.0,23609.71,Transferencia,Cliente o Producto Inexistente
112264,2025-09-18,777777.0,203322.0,3,Web,3,1857.33,557.2,5014.79,Tarjeta,Cliente o Producto Inexistente
112274,2026-03-15,17820.0,,4,Web,5,6700.99,1675.25,31829.7,Tarjeta,Cliente o Producto Inexistente
112294,2021-02-04,,203861.0,5,TIENDA,8,2264.47,2717.36,15398.4,Tarjeta,Cliente o Producto Inexistente
112350,2025-03-25,999999.0,200387.0,16,Tienda,7,5771.88,6060.47,34342.69,Transferencia,Cliente o Producto Inexistente
112367,2023-04-21,,201057.0,2,WhatsApp,2,485.73,145.72,825.74,Tarjeta,Cliente o Producto Inexistente
112429,2023-05-22,999999.0,201415.0,17,Web,7,4729.2,4965.66,28138.74,Efectivo,Cliente o Producto Inexistente
112437,2022-02-02,16056.0,999999.0,15,WhatsApp,5,1032.0,258.0,4902.0,Efectivo,Cliente o Producto Inexistente
112493,2022-06-09,7575.0,,19,Web,8,7619.43,3047.77,57907.67,Efectivo,Cliente o Producto Inexistente
112574,2021-02-22,16404.0,999999.0,5,WhatsApp,4,3747.48,,14240.42,Efectivo,Cliente o Producto Inexistente
112596,2022-12-16,27330.0,999999.0,17,WHATSAPP,1,3415.47,512.32,2903.15,Transferencia,Cliente o Producto Inexistente
112599,2025-11-18,24988.0,,19,WhatsApp,3,3553.42,319.81,10340.45,Tarjeta,Cliente o Producto Inexistente
112610,2025-07-07,11763.0,999999.0,3,WhatsApp,2,2357.07,707.12,4007.02,Transferencia,Cliente o Producto Inexistente
112644,2024-08-04,356.0,,10,WhatsApp,6,812.42,487.45,4387.07,Efectivo,Cliente o Producto Inexistente
112668,2024-04-10,5062.0,888888.0,17,Tienda,3,10461.79,0.0,31385.37,Tarjeta,Cliente o Producto Inexistente
112691,2021-05-01,12940.0,,18,Web,4,2863.61,0.0,11454.44,Efectivo,Cliente o Producto Inexistente
112693,2022-09-18,,200728.0,14,Web,8,711.61,170.79,5522.09,Tarjeta,Cliente o Producto Inexistente
112729,2021-03-26,10380.0,,16,WhatsApp,8,5585.63,2234.25,42450.79,Transferencia,Cliente o Producto Inexistente
112742,2025-02-28,999999.0,203948.0,12,WhatsApp,5,4006.27,0.0,12018.81,Tarjeta Crédito,Cliente o Producto Inexistente
112756,2024-02-26,21720.0,888888.0,2,WhatsApp,7,11149.58,3902.35,74144.71,Tarjeta,Cliente o Producto Inexistente
112760,2022-01-14,999999.0,200932.0,18,WhatsApp,2,8165.08,816.51,15513.65,Tarjeta,Cliente o Producto Inexistente
112799,2021-02-25,2779.0,,2,WEB,4,6076.8,2430.72,21876.48,Tarjeta,Cliente o Producto Inexistente
112834,2021-05-12,4984.0,999999.0,18,WhatsApp,5,6033.74,1810.12,10257.36,Transferencia,Cliente o Producto Inexistente
112849,2024-03-18,999999.0,201400.0,6,Tienda,3,3117.46,935.24,8417.14,Tarjeta,Cliente o Producto Inexistente
112859,2025-04-09,999999.0,202897.0,4,Web,3,2088.21,939.69,5324.94,Efectivo,Cliente o Producto Inexistente
112865,2021-09-17,,201263.0,1,Web,2,320.34,96.1,544.58,Transferencia,Cliente o Producto Inexistente
112885,2025-02-09,4435.0,999999.0,20,Web,8,416.13,166.45,3162.59,Transferencia,Cliente o Producto Inexistente
112917,2021-07-16,999999.0,202688.0,7,Web,3,6840.14,2052.04,18468.38,Tarjeta,Cliente o Producto Inexistente
112937,2022-02-18,999999.0,201323.0,13,Online,7,5452.61,1908.41,32269.97,Transferencia,Cliente o Producto Inexistente
113007,2024-03-05,,201525.0,17,Pagina Web,4,3002.49,1201.0,10808.96,Efectivo,Cliente o Producto Inexistente
113012,2024-03-13,24880.0,,4,Tienda,6,245.93,44.27,1431.31,Deposito,Cliente o Producto Inexistente
113039,2022-03-13,2608.0,888888.0,14,Web,3,7768.59,699.17,22606.6,Transferencia,Cliente o Producto Inexistente
113047,2021-10-29,22723.0,888888.0,19,Tienda,6,5475.63,985.61,31868.17,Efectivo,Cliente o Producto Inexistente
113115,2021-10-08,4923.0,999999.0,6,Web,6,2778.52,833.56,15837.56,Transferencia,Cliente o Producto Inexistente
113137,2021-08-14,777777.0,201977.0,11,WhatsApp,4,2024.8,1214.88,6884.32,Transferencia,Cliente o Producto Inexistente
113146,2024-10-30,5713.0,888888.0,4,WhatsApp,2,10782.07,2156.41,19407.73,tarjeta,Cliente o Producto Inexistente
113229,2024-05-05,6731.0,,3,WhatsApp,2,3166.47,949.94,5383.0,Efectivo,Cliente o Producto Inexistente
113234,2023-03-15,20063.0,999999.0,7,Tienda,2,3562.94,712.59,6413.29,Efectivo,Cliente o Producto Inexistente
113259,2026-05-21,13403.0,,4,WhatsApp,4,885.85,354.34,3189.06,Tarjeta,Cliente o Producto Inexistente
113261,2021-08-09,13879.0,888888.0,11,WhatsApp,5,5971.45,2985.73,26871.52,Credito,Cliente o Producto Inexistente
113265,2024-02-06,,200203.0,5,Web,7,6933.34,4853.34,43680.04,Efectivo,Cliente o Producto Inexistente
113288,2022-08-14,,203161.0,4,Web,1,6553.33,196.6,6356.73,Tarjeta,Cliente o Producto Inexistente
113305,2024-09-01,,203040.0,2,WhatsApp,8,416.13,332.9,2996.14,Efectivo,Cliente o Producto Inexistente
113334,2022-08-14,999999.0,203930.0,11,Tienda,2,4297.46,859.49,7735.43,Transferencia,Cliente o Producto Inexistente
113353,2025-10-27,,203303.0,4,Web,1,7211.17,721.12,6490.05,Tarjeta,Cliente o Producto Inexistente
113380,2024-11-16,,201577.0,11,WhatsApp,2,3676.72,367.67,6985.77,Tarjeta,Cliente o Producto Inexistente
113382,2024-07-01,,202828.0,20,Web,4,2291.88,0.0,9167.52,Tarjeta,Cliente o Producto Inexistente
113385,2023-04-27,,200322.0,16,Web,8,4828.06,,36693.26,Transferencia,Cliente o Producto Inexistente
113423,2023-07-02,999999.0,200830.0,4,Tienda,6,3959.86,712.77,23046.39,Efectivo,Cliente o Producto Inexistente
113440,2023-11-17,,203703.0,11,WhatsApp,1,6348.27,317.41,6030.86,Efectivo,Cliente o Producto Inexistente
113456,2024-05-26,12122.0,888888.0,7,WhatsApp,6,5378.76,0.0,32272.56,Tarjeta,Cliente o Producto Inexistente
113488,2024-09-15,2622.0,,13,WhatsApp,8,5849.2,7019.04,39774.56,Transferencia,Cliente o Producto Inexistente
113541,2022-09-22,5690.0,888888.0,15,Tienda,8,3244.04,1297.62,24654.7,Transferencia,Cliente o Producto Inexistente
113547,2025-07-06,2537.0,,10,Tienda,5,865.51,649.13,3678.42,Efectivo,Cliente o Producto Inexistente
113605,2024-11-30,777777.0,201080.0,10,Pagina  Web,8,3036.2,3643.44,20646.16, Efectivo ,Cliente o Producto Inexistente
113613,2022-10-25,777777.0,203467.0,3,Web,3,2716.79,244.51,7905.86,Efectivo,Cliente o Producto Inexistente
113619,2021-10-15,,203539.0,8,WhatsApp,4,7494.94,0.0,29979.76,Transferencia,Cliente o Producto Inexistente
113656,2022-07-06,,202569.0,8,WhatsApp,3,3862.86,1158.86,10429.72,Tarjeta,Cliente o Producto Inexistente
113657,2023-06-11,,203213.0,20,Tienda,4,7019.63,2807.85,25270.67,Tarjeta,Cliente o Producto Inexistente
113698,2024-08-22,24687.0,999999.0,3, WEB ,7,5843.11,4090.18,47229.08,Efectivo,Cliente o Producto Inexistente
113720,2023-08-09,18750.0,,20,Tienda,3,562.56,0.0,1687.68,Tarjeta,Cliente o Producto Inexistente
113753,,777777.0,201101.0,4,WhatsApp,4,3412.82,409.54,13241.74,Transferencia,Cliente o Producto Inexistente
113763,2026-06-27,,200531.0,7,WhatsApp,6,6728.2,0.0,40369.2,Transferencia,Cliente o Producto Inexistente
113770,2023-09-17,10049.0,,12,Web,1,7571.61,0.0,7571.61,Efectivo,Cliente o Producto Inexistente
113796,2023-02-21,19164.0,888888.0,19,Web,8,6444.78,5155.82,46402.42,Tarjeta,Cliente o Producto Inexistente
113869,2022-01-18,,202083.0,20,Tienda,5,3379.91,0.0,16899.55,Transferencia,Cliente o Producto Inexistente
113935,2025-10-22,23528.0,999999.0,20,WhatsApp,1,8763.53,262.91,8500.62,Tarjeta,Cliente o Producto Inexistente
113948,2025-03-10,28020.0,888888.0,11,WhatsApp,8,2454.75,0.0,19638.0,Transferencia,Cliente o Producto Inexistente
113955,2025-07-24,999999.0,202772.0,8,Web,1,1447.16,72.36,1374.8,Transferencia,Cliente o Producto Inexistente
113971,2022-04-19,1792.0,,2,WhatsApp,6,8350.13,1503.02,48597.76,Tarjeta,Cliente o Producto Inexistente
114047,2024-06-01,,201768.0,18,web,4,9590.65,5754.39,32608.21,Tarjeta,Cliente o Producto Inexistente
114095,2024-05-06,,201504.0,5,Tienda,2,4460.85,892.17,8029.53,Tarjeta,Cliente o Producto Inexistente
114127,2022-05-13,11204.0,888888.0,9,Tienda,8,5247.29,4197.83,37780.49,Transferencia,Cliente o Producto Inexistente
114135,2023-08-08,,201857.0,1,WhatsApp,3,4067.64,0.0,12202.92,Transferencia,Cliente o Producto Inexistente
114153,2024-11-16,21201.0,,2,Web,5,719.78,539.83,3059.07,Efectivo,Cliente o Producto Inexistente
114160,2021-11-23,,203603.0,4,Web,8,657.21,262.88,4994.8,Credito,Cliente o Producto Inexistente
114171,2024-05-19,22571.0,888888.0,12,WhatsApp,2,6487.99,0.0,12975.98,Transferencia,Cliente o Producto Inexistente
114176,2023-08-11,15000.0,999999.0,3,WhatsApp,7,6268.95,6582.4,37300.25,Efectivo,Cliente o Producto Inexistente
114226,2026-03-29,,203495.0,7,Pagina Web,7,2031.66,2133.24,12088.38,Tarjeta,Cliente o Producto Inexistente
114229,2023-03-30,13366.0,,10,Web,1,5394.72,0.0,5394.72,Tarjeta,Cliente o Producto Inexistente
114238,2026-06-17,5075.0,,7,Web,6,10699.31,9629.38,54566.48,Efectivo,Cliente o Producto Inexistente
114250,2022-10-18,25414.0,,2,TIENDA,5,5491.76,1372.94,26085.86,Efectivo,Cliente o Producto Inexistente
114264,2022-06-02,999999.0,200977.0,3,Web,2,8561.56,2568.47,14554.65,Visa,Cliente o Producto Inexistente
114266,2022-07-10,999999.0,203195.0,11,WhatsApp,8,2406.67,962.67,18290.69,Tarjeta,Cliente o Producto Inexistente
114297,2026-05-27,999999.0,202963.0,3,Tienda,2,2074.63,622.39,3526.87,Efectivo,Cliente o Producto Inexistente
114301,2024-02-15,777777.0,200855.0,17,Web,2,1328.41,132.84,2523.98,Efectivo,Cliente o Producto Inexistente
114317,2026-03-16,,203174.0,13,WEB,8,5475.63,0.0,43805.04,Transferencia,Cliente o Producto Inexistente
114344,2025-03-30,5411.0,999999.0,16,web,1,7996.21,0.0,7996.21,Tarjeta,Cliente o Producto Inexistente
114357,2022-01-16,6629.0,,15,Web,4,973.08,194.62,3697.7,Efectivo,Cliente o Producto Inexistente
114380,2025-09-20,777777.0,200463.0,3,WhatsApp,1,721.86,72.19,649.67,Efectivo,Cliente o Producto Inexistente
114425,2021-04-13,15508.0,,11,Tienda,8,7086.67,8504.0,48189.36,TC,Cliente o Producto Inexistente
114444,2026-03-11,1655.0,,13,Web,2,2841.28,568.26,5114.3,Efectivo,Cliente o Producto Inexistente
